QID,ProShares UltraShort QQQ
RAD,Rite Aid Corporation Common Stock
QS,QuantumScape Corporation Class A Common Stock
RKT,Rocket Companies
RDN,Radian Group Inc. Common Stock
RRD,R.R. Donnelley & Sons Company Common Stock
RIG,Transocean Ltd (Switzerland) Common Stock
RRC,Range Resources Corporation Common Stock
RLGY,Realogy Holdings Corp. Common Stock
RF,Regions Financial Corporation Common Stock
RC,Ready Capital Corproation Common Stock
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value
RLX,RLX Technology Inc. American Depositary Shares
SAN,Banco Santander
RSKD,Riskified Ltd. Class A Ordinary Shares
SAVE,Spirit Airlines
RYLD,Global X Russell 2000 Covered Call ETF
RWT,Redwood Trust
SB,Safe Bulkers
RSI,Rush Street Interactive
RWM,ProShares Short Russell2000
SAND,Sandstorm Gold Ltd. Ordinary Shares (Canada)
RSX,VanEck Russia ETF
SBEV,Splash Beverage Group
SEAH,Sports Entertainment Acquisition Corp. Class A Common Stock
SGFY,Signify Health
SCO,ProShares UltraShort Bloomberg Crude Oil
SBSW,D/B/A Sibanye-Stillwater Limited ADS
SCS,Steelcase Inc. Common Stock
SGOL,Aberdeen Standard Physical Gold Shares ETF
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares)
SBH,Sally Beauty Holdings
SEM,Select Medical Holdings Corporation Common Stock
SH,ProShares Short S&P500
SHLX,Shell Midstream Partners
SLI,Standard Lithium Ltd. Common Shares
SITC,SITE Centers Corp. Common Stock
SLCA,U.S. Silica Holdings
SHO,Sunstone Hotel Investors
SID,Companhia Siderurgica Nacional S.A. Common Stock
SKLZ,Skillz Inc. Class A Common Stock
SILJ,ETFMG Prime Junior Silver Miners ETF
SKT,Tanger Factory Outlet Centers
SPCE,Virgin Galactic Holdings
SMRT,SmartRent
SPXS,Direxion Daily S&P 500 Bear 3X
SPXU,ProShares UltraPro Short S&P500
SOL,Renesola Ltd. American Depsitary Shares (Each representing 10 shares)
SOXS,Direxion Daily Semiconductor Bear 3x Shares
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan)
SPDN,Direxion Daily S&P 500 Bear 1X Shares
SLV,iShares Silver Trust
SLQT,SelectQuote
SUNL,Sunlight Financial Holdings
STEM,Stem
STNG,Scorpio Tankers Inc. Common Shares
SVM,Silvercorp Metals Inc. Common Shares
SWN,Southwestern Energy Company Common Stock
SXC,SunCoke Energy
TAIL,Cambria Tail Risk ETF
STLA,Stellantis N.V. Common Shares
STWD,STARWOOD PROPERTY TRUST
SWCH,Switch
TEF,Telefonica SA Common Stock
TBF,ProShares Short 20+ Year Treasury
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock)
TBT,ProShares UltraShort Lehman 20  Year Treasury
TEN,Tenneco Inc. Class A Voting Common Stock
TAL,TAL Education Group American Depositary Shares
TALO,Talos Energy
TGI,Triumph Group
TGNA,TEGNA Inc
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares
TOST,Toast
TUYA,Tuya Inc. American Depositary Shares
TS,Tenaris S.A. American Depositary Shares
TWM,ProShares UltraShort Russell2000
TRQ,Turquoise Hill Resources Ltd. Ordinary Shares
TME,Tencent Music Entertainment Group American Depositary Shares
TPH,Tri Pointe Homes
TWO,Two Harbors Investment Corp
TU,Telus Corporation Ordinary Shares
TV,Grupo Televisa S.A. Common Stock
USA,Liberty All-Star Equity Fund Common Stock
UP,Wheels Up Experience Inc. Class A Common Stock
UAA,Under Armour
UBS,UBS Group AG Registered Ordinary Shares
UA,Under Armour
URA,Global X Uranium ETF
UUUU,Energy Fuels Inc Ordinary Shares (Canada)
UMC,United Microelectronics Corporation (NEW) Common Stock
UNG,United States Natural Gas Fund LP
UVXY,ProShares Trust Ultra VIX Short Term Futures ETF
VLTA,Volta
VLD,Velo3D
VRT,Vertiv Holdings
VST,Vistra Corp. Common Stock
VIPS,Vipshop Holdings Limited American Depositary Shares
VGR,Vector Group Ltd. Common Stock
VIXY,ProShares Trust VIX Short-Term Futures ETF
UWMC,UWM Holdings Corporation Class A Common Stock
VALE,VALE S.A.  American Depositary Shares Each Representing one common share
VET,Vermilion Energy Inc. Common (Canada)
WE,WeWork Inc. Class A Common Stock
WPCB,Warburg Pincus Capital Corporation IB Class A Ordinary Shares
WIT,Wipro Limited Common Stock
VVR,Invesco Senior Income Trust Common Stock (DE)
WSR,Whitestone REIT Common Shares
VZIO,VIZIO Holding Corp. Class A Common Stock
WU,Western Union Company (The) Common Stock
WBT,Welbilt
VXX,iPath Series B S&P 500 VIX Short-Term Futures ETN
WTI,W&T Offshore
YMM,Full Truck Alliance Co. Ltd. American Depositary Shares (each representing 20 Class A Ordinary Shares)
ZH,Zhihu Inc. American Depositary Shares (every two of each representing one Class A ordinary share)
ZEV,Lightning eMotors
YSAC,Yellowstone Acquisition Company Class A Common Stock
YANG,Direxion Daily FTSE China Bear 3x Shares
YINN,Direxion Daily FTSE China Bull 3x Shares
YPF,YPF Sociedad Anonima Common Stock
YEXT,Yext
X,United States Steel Corporation Common Stock
ZUO,Zuora
